Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1724775205,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1724775206,5,,Aggregated,0.000000,0.000000,480,490,490,530,530,530,530,530,530,530,530,5,0,480.0,418.91372001264244,152.54209993872792,530.0337000517175,72.8
1724775207,15,,Aggregated,0.000000,0.000000,470,490,500,500,500,530,530,530,530,530,530,11,0,470.0,397.304463644766,30.88550001848489,530.0337000517175,81.0
1724775208,20,,Aggregated,0.000000,0.000000,440,470,480,490,500,530,530,530,530,530,530,18,0,440.0,384.3268222214344,30.88550001848489,530.0337000517175,69.72222222222223
1724775209,25,,Aggregated,5.500000,0.000000,390,440,470,470,500,500,530,530,530,530,530,27,0,390.0,344.7045259203555,30.88550001848489,530.0337000517175,89.74074074074075
1724775210,30,,Aggregated,6.000000,0.000000,380,400,440,450,480,500,530,530,530,530,530,42,0,380.0,315.6551857162932,21.116800024174154,530.0337000517175,102.64285714285714
1724775211,35,,Aggregated,6.500000,0.000000,370,390,420,440,470,500,500,530,530,530,530,53,0,370.0,316.9992849085796,21.116800024174154,530.0337000517175,101.11320754716981
1724775212,40,,Aggregated,8.000000,0.000000,350,380,400,420,460,490,500,530,530,530,530,74,0,350.0,311.6612486538125,21.116800024174154,530.0337000517175,102.95945945945945
1724775213,45,,Aggregated,8.666667,0.000000,350,370,390,400,450,480,500,530,530,530,530,93,0,350.0,310.85348602569593,21.116800024174154,530.0337000517175,98.84946236559139
1724775214,50,,Aggregated,10.285714,0.000000,350,370,390,400,450,470,500,500,530,530,530,114,0,350.0,320.5272403531381,21.116800024174154,530.0337000517175,92.84210526315789
1724775215,55,,Aggregated,11.375000,0.000000,350,370,390,400,450,470,500,500,530,530,530,138,0,340.0,314.34322174037874,21.116800024174154,530.0337000517175,98.42028985507247
1724775216,60,,Aggregated,12.333333,0.000000,350,360,380,390,440,460,500,500,530,530,530,162,0,340.0,312.27369568192825,21.116800024174154,530.0337000517175,95.32098765432099
1724775217,65,,Aggregated,13.600000,0.000000,340,360,380,390,450,470,500,510,530,530,530,187,0,340.0,310.21449893257295,21.116800024174154,530.0337000517175,96.36898395721926
1724775218,70,,Aggregated,15.400000,0.000000,340,360,370,390,450,470,500,500,530,530,530,221,0,340.0,314.8291651623079,21.116800024174154,530.0337000517175,91.84615384615384
1724775219,75,,Aggregated,17.000000,0.000000,340,360,370,380,440,470,500,510,730,730,730,253,0,340.0,310.77888972777504,21.116800024174154,731.4668000908569,93.71541501976284
1724775220,80,,Aggregated,20.000000,0.000000,340,350,370,380,440,460,500,510,730,730,730,281,0,340.0,309.6595284751918,21.116800024174154,731.4668000908569,94.32384341637011
1724775221,85,,Aggregated,22.200000,0.000000,340,350,370,380,420,460,500,510,730,730,730,322,0,340.0,302.57299193144945,18.858099938370287,731.4668000908569,99.3167701863354
1724775222,90,,Aggregated,23.300000,0.000000,340,350,370,380,420,460,500,530,730,730,730,364,0,340.0,301.87531950938575,18.131099990569055,731.4668000908569,99.06593406593407
1724775223,95,,Aggregated,26.500000,0.000000,340,350,370,370,410,460,500,530,730,730,730,401,0,340.0,299.9954117241982,17.24880002439022,731.4668000908569,101.28678304239402
1724775224,100,,Aggregated,28.400000,0.000000,340,350,360,370,400,460,500,530,730,730,730,446,0,340.0,297.49038296275575,17.218700028024614,731.4668000908569,102.03363228699551
1724775225,105,,Aggregated,30.500000,0.000000,340,350,360,370,400,460,500,530,730,730,730,497,0,340.0,296.1282237452573,16.20299997739494,731.4668000908569,102.3923541247485
1724775226,110,,Aggregated,32.600000,0.000000,340,350,360,370,400,450,500,530,730,730,730,541,0,340.0,293.1616826276872,16.20299997739494,731.4668000908569,104.77818853974122
1724775227,115,,Aggregated,34.900000,0.000000,340,350,360,370,400,450,500,540,730,730,730,594,0,340.0,292.95661464911296,16.20299997739494,731.4668000908569,105.35185185185185
1724775228,120,,Aggregated,36.600000,0.000000,340,350,360,370,390,450,500,530,730,730,730,644,0,340.0,292.9114270205132,16.20299997739494,731.4668000908569,105.58850931677019
1724775229,125,,Aggregated,40.000000,0.000000,340,350,360,370,390,450,500,540,1500,1500,1500,695,0,340.0,291.35360216031773,16.20299997739494,1453.9653999963775,107.4820143884892
1724775230,130,,Aggregated,40.800000,0.000000,340,350,360,370,400,460,510,610,1600,1600,1600,751,0,340.0,295.7082688434858,16.20299997739494,1607.711400021799,107.8601864181092
1724775231,135,,Aggregated,43.200000,0.000000,340,350,360,370,400,460,510,610,1600,1600,1600,809,0,340.0,296.7047410404393,16.20299997739494,1607.711400021799,107.66501854140915
1724775232,140,,Aggregated,46.300000,0.000000,340,350,360,370,400,460,510,610,1600,1600,1600,865,0,340.0,297.1068268231348,16.20299997739494,1607.711400021799,106.29942196531792
1724775233,145,,Aggregated,47.300000,0.000000,340,350,360,370,390,450,510,610,1600,1600,1600,942,0,340.0,295.4475196408881,16.20299997739494,1607.711400021799,106.49469214437367
1724775234,150,,Aggregated,49.700000,0.000000,340,350,360,370,390,450,510,610,1600,1600,1600,996,0,340.0,296.3205507044058,16.20299997739494,1607.711400021799,105.60140562248996
1724775235,155,,Aggregated,51.000000,0.000000,340,350,360,370,390,450,510,600,1500,1600,1600,1067,0,340.0,296.64996972974416,16.20299997739494,1607.711400021799,105.1302717900656
1724775236,160,,Aggregated,54.400000,0.000000,340,350,360,370,390,450,500,570,1500,1600,1600,1142,0,340.0,294.20538502673975,16.20299997739494,1607.711400021799,106.28021015761821
1724775237,165,,Aggregated,55.600000,0.000000,340,350,360,370,390,450,500,560,1500,1600,1600,1211,0,340.0,294.0759428577424,16.20299997739494,1607.711400021799,106.90999174236168
1724775238,170,,Aggregated,59.700000,0.000000,340,360,360,370,390,450,500,560,1500,1600,1600,1285,0,340.0,294.5638327636477,16.20299997739494,1607.711400021799,106.98599221789883
1724775239,175,,Aggregated,60.400000,0.000000,350,360,370,370,400,450,500,560,1500,1600,1600,1368,0,350.0,294.96533369981785,16.20299997739494,1607.711400021799,107.34868421052632
1724775240,180,,Aggregated,63.100000,0.000000,350,360,370,370,400,450,510,590,1500,1600,1600,1441,0,350.0,295.4531065934828,16.20299997739494,1607.711400021799,107.83067314365024
1724775241,185,,Aggregated,65.300000,0.000000,350,360,370,370,400,450,510,590,1500,1600,1600,1528,0,350.0,296.7562293201071,16.20299997739494,1607.711400021799,106.64528795811518
1724775242,190,,Aggregated,67.200000,0.000000,350,360,370,370,400,450,510,590,1500,1600,1600,1610,0,350.0,295.70771149115245,16.20299997739494,1607.711400021799,107.80434782608695
1724775243,195,,Aggregated,70.300000,0.000000,350,360,370,370,390,450,510,590,1500,1600,1600,1694,0,350.0,294.1867648173754,16.20299997739494,1607.711400021799,108.10625737898465
1724775244,200,,Aggregated,71.000000,0.000000,350,360,370,370,390,450,510,590,1500,1600,1600,1780,0,350.0,293.360826517246,16.20299997739494,1607.711400021799,108.38370786516855
1724775245,205,,Aggregated,75.400000,0.000000,350,360,360,370,390,440,510,570,1500,1600,1600,1872,0,350.0,292.60079935877127,16.20299997739494,1607.711400021799,108.82051282051282
1724775246,210,,Aggregated,75.300000,0.000000,340,360,360,370,390,440,500,570,1500,1600,1600,1958,0,340.0,291.18750423859603,16.20299997739494,1607.711400021799,109.28855975485189
1724775247,215,,Aggregated,79.500000,0.000000,340,360,360,370,390,440,500,570,880,1600,1600,2060,0,340.0,290.5794824759512,16.20299997739494,1607.711400021799,109.58446601941748
1724775248,220,,Aggregated,79.200000,0.000000,340,360,360,370,390,430,500,590,1300,1600,1600,2159,0,340.0,290.20627656346124,16.20299997739494,1607.711400021799,109.65585919407133
1724775249,225,,Aggregated,82.400000,0.000000,340,350,360,370,390,430,500,570,1300,1600,1600,2246,0,340.0,290.3524565007471,16.20299997739494,1607.711400021799,109.06188780053428
1724775250,230,,Aggregated,84.400000,0.000000,340,360,360,370,390,440,510,570,1300,1600,1600,2360,0,340.0,291.5325506782688,16.20299997739494,1607.711400021799,108.71016949152542
1724775251,235,,Aggregated,86.400000,0.000000,340,350,360,370,390,440,500,560,1300,1600,1600,2451,0,340.0,290.2032736846448,16.20299997739494,1607.711400021799,109.24398204814362
1724775252,240,,Aggregated,89.300000,0.000000,340,350,360,370,390,430,500,570,1500,1600,1600,2551,0,340.0,290.8066941206338,16.20299997739494,1607.711400021799,109.5578204625637
1724775253,245,,Aggregated,90.300000,0.000000,340,350,360,370,390,430,500,570,1500,1600,1600,2667,0,340.0,290.73830187551357,16.20299997739494,1607.711400021799,109.66179227596551
1724775254,250,,Aggregated,93.900000,0.000000,340,350,360,370,390,430,510,600,1500,1600,1600,2771,0,340.0,289.65313702719897,16.20299997739494,1607.711400021799,110.62179718513173
1724775255,255,,Aggregated,95.300000,0.000000,340,350,360,370,390,430,500,600,1500,1600,1600,2883,0,340.0,289.86364863065086,15.865299967117608,1607.711400021799,110.34408602150538
1724775256,260,,Aggregated,98.700000,0.000000,340,350,360,370,390,430,500,590,1300,1600,1600,3003,0,340.0,289.5955318022383,15.865299967117608,1607.711400021799,110.31901431901431
1724775257,265,,Aggregated,98.900000,0.000000,340,350,360,370,390,430,500,590,1300,1600,1600,3111,0,340.0,289.1579341055506,15.865299967117608,1607.711400021799,110.29508196721312
1724775258,270,,Aggregated,103.100000,0.000000,340,350,360,370,390,430,500,610,1300,1600,1600,3232,0,340.0,289.17914266787534,15.865299967117608,1607.711400021799,110.13397277227723
1724775259,275,,Aggregated,103.900000,0.000000,340,350,360,370,390,430,510,610,1300,1600,1600,3343,0,340.0,288.65851136788086,15.865299967117608,1607.711400021799,110.56984744241699
1724775260,280,,Aggregated,105.300000,0.000000,340,350,360,370,390,420,510,610,1300,1600,1600,3485,0,340.0,288.4750597427467,15.865299967117608,1607.711400021799,110.36585365853658
1724775261,285,,Aggregated,109.100000,0.000000,340,350,360,370,380,420,500,610,1300,1600,1600,3598,0,340.0,288.0178220964696,15.865299967117608,1607.711400021799,110.56753752084491
1724775262,290,,Aggregated,110.500000,0.000000,340,350,360,370,380,420,500,600,1300,1600,1600,3738,0,340.0,288.0071048164073,15.865299967117608,1607.711400021799,110.36463349384698
1724775263,295,,Aggregated,113.200000,0.000000,340,350,360,370,380,420,500,610,1500,1600,1600,3860,0,340.0,288.2010354413446,15.865299967117608,1607.711400021799,110.27124352331606
1724775264,300,,Aggregated,115.300000,0.000000,340,350,360,370,380,420,500,600,1300,1600,1600,4003,0,340.0,288.19171184184864,15.865299967117608,1607.711400021799,110.1426430177367
1724775265,305,,Aggregated,116.700000,0.000000,340,350,360,370,380,420,500,590,1300,1600,1600,4124,0,340.0,288.08837640723084,15.865299967117608,1607.711400021799,110.03419010669253
1724775266,310,,Aggregated,119.600000,0.000000,340,350,360,370,380,420,500,590,1300,1600,1600,4262,0,340.0,287.82609436943,15.865299967117608,1607.711400021799,109.88432660722665
1724775267,315,,Aggregated,122.500000,0.000000,340,350,360,370,380,420,490,590,1300,1600,1600,4404,0,340.0,287.63960424661985,15.865299967117608,1607.711400021799,109.93755676657584
1724775268,320,,Aggregated,123.100000,0.000000,340,350,360,370,380,420,500,590,1300,1600,1600,4548,0,340.0,287.3581428103937,15.865299967117608,1607.711400021799,110.24076517150395
1724775269,325,,Aggregated,126.300000,0.000000,340,350,360,370,380,420,490,570,1300,1600,1600,4677,0,340.0,286.84915129402174,15.865299967117608,1607.711400021799,110.59161855890528
1724775270,330,,Aggregated,127.700000,0.000000,340,350,360,370,380,410,490,570,1300,1600,1600,4837,0,340.0,287.073671677104,15.865299967117608,1607.711400021799,110.37543932189374
1724775271,335,,Aggregated,130.400000,0.000000,340,350,360,370,380,410,490,570,1300,1600,1600,4958,0,340.0,286.4998867089089,15.865299967117608,1607.711400021799,110.60689794271885
1724775272,340,,Aggregated,132.200000,0.000000,340,350,360,370,380,410,490,590,1200,1600,1600,5122,0,340.0,286.60966435044406,15.865299967117608,1607.711400021799,110.50488090589613
1724775273,345,,Aggregated,134.500000,0.000000,340,350,360,370,380,410,490,570,1200,1600,1600,5277,0,340.0,286.4131643742613,15.865299967117608,1607.711400021799,110.31059314004169
1724775274,350,,Aggregated,135.800000,0.000000,340,350,360,370,380,410,490,560,1200,1600,1600,5419,0,340.0,286.64692351010234,15.865299967117608,1607.711400021799,109.99151134895737
1724775275,355,,Aggregated,139.200000,0.000000,340,350,360,370,380,410,490,560,1200,1600,1600,5590,0,340.0,286.5917699646633,15.865299967117608,1607.711400021799,109.91949910554561
1724775276,360,,Aggregated,140.100000,0.000000,340,350,360,370,380,410,480,560,1200,1600,1600,5741,0,340.0,285.8911279745564,15.865299967117608,1607.711400021799,110.23689252743425
1724775277,365,,Aggregated,142.200000,0.000000,340,350,360,370,380,410,480,560,1200,1600,1600,5907,0,340.0,285.6035352127924,15.865299967117608,1607.711400021799,110.34704587777213
1724775278,370,,Aggregated,142.200000,0.000000,340,350,360,370,380,410,480,560,1200,1600,1600,5934,0,340.0,285.58644909025736,15.865299967117608,1607.711400021799,110.44337714863498
1724775279,375,,Aggregated,147.200000,0.000000,340,360,360,370,390,470,810,840,1400,1600,1600,6211,0,340.0,301.35718908379397,15.865299967117608,1607.711400021799,110.75833199162776
1724775280,380,,Aggregated,150.300000,0.000000,340,360,360,370,390,470,810,840,1400,1600,1600,6344,0,340.0,301.52943286568603,15.865299967117608,1607.711400021799,110.67701765447667
1724775281,385,,Aggregated,139.400000,0.000000,340,360,360,370,390,470,800,840,1400,1600,1600,6501,0,340.0,300.9901362251524,15.865299967117608,1607.711400021799,111.03737886479003
1724775282,390,,Aggregated,151.100000,0.000000,340,360,360,370,390,460,780,840,1400,1600,1600,6686,0,340.0,300.58208128926043,15.865299967117608,1607.711400021799,111.01989231229435
1724775283,395,,Aggregated,147.500000,0.000000,340,360,360,370,390,460,770,840,1400,1600,1600,6842,0,340.0,300.4530353550722,15.865299967117608,1607.711400021799,110.87927506577024
1724775284,400,,Aggregated,149.800000,0.000000,340,360,360,370,390,460,740,840,1400,1600,1600,7034,0,340.0,299.7114896927681,15.865299967117608,1607.711400021799,110.9321865226045
1724775285,405,,Aggregated,153.000000,0.000000,340,360,360,370,390,450,740,840,1400,1600,1600,7219,0,340.0,299.21590041555686,15.865299967117608,1607.711400021799,110.99196564621138
1724775286,410,,Aggregated,154.000000,0.000000,340,360,360,370,390,450,740,840,1400,1600,1600,7397,0,340.0,298.2166774233956,15.865299967117608,1607.711400021799,111.40043260781398
1724775287,415,,Aggregated,157.900000,0.000000,340,360,360,370,390,450,730,840,1400,1600,1600,7581,0,340.0,297.63939828541766,15.865299967117608,1607.711400021799,111.36723387415908
1724775288,420,,Aggregated,160.700000,0.000000,340,360,360,370,390,450,720,840,1400,1600,1600,7764,0,340.0,297.4359603429099,15.865299967117608,1607.711400021799,111.2107161257084
1724775289,425,,Aggregated,162.500000,0.000000,340,360,360,370,390,450,720,840,1400,1600,1600,7934,0,340.0,297.66380554615347,15.865299967117608,1607.711400021799,110.82883791278044
1724775290,430,,Aggregated,165.300000,0.000000,340,360,360,370,390,450,720,840,1400,1600,1600,8146,0,340.0,297.87086753041524,15.865299967117608,1607.711400021799,110.66707586545544
1724775292,435,,Aggregated,170.600000,0.000000,340,360,360,370,390,450,720,830,1400,1600,1600,8334,0,340.0,298.6439413970253,15.865299967117608,1607.711400021799,110.56971442284618
1724775293,440,,Aggregated,179.800000,0.000000,340,360,360,370,390,450,720,830,1400,1600,1600,8526,0,340.0,298.6305887288232,15.865299967117608,1607.711400021799,110.22601454374853
1724775294,445,,Aggregated,180.700000,0.000000,340,360,360,370,390,450,710,830,1400,1600,1600,8724,0,340.0,298.21774657280963,15.865299967117608,1607.711400021799,110.29825767996331
1724775295,450,,Aggregated,180.800000,0.000000,340,360,360,370,390,440,710,830,1400,1600,1600,8923,0,340.0,298.179845276502,15.865299967117608,1607.711400021799,109.99607755239269
1724775296,455,,Aggregated,184.400000,0.000000,350,360,360,370,390,440,700,830,1400,1600,1600,9129,0,350.0,297.88379757931875,15.865299967117608,1607.711400021799,110.18161901632162
1724775297,460,,Aggregated,185.100000,0.000000,350,360,360,370,390,440,700,830,1400,1600,1600,9320,0,350.0,297.68382340133525,15.865299967117608,1607.711400021799,110.27317596566523
1724775298,465,,Aggregated,186.400000,0.000000,350,360,360,370,390,440,700,830,1400,1600,1600,9534,0,350.0,296.8326068805847,15.865299967117608,1607.711400021799,110.55695405915671
1724775299,470,,Aggregated,188.200000,0.000000,350,360,360,370,390,440,670,830,1400,1600,1600,9745,0,350.0,296.80648067727896,15.865299967117608,1607.711400021799,110.30230887634684
1724775300,475,,Aggregated,191.600000,0.000000,350,360,360,370,390,440,660,830,1400,1600,1600,9942,0,350.0,296.6582242707553,15.865299967117608,1607.711400021799,110.20146851740093
1724775301,480,,Aggregated,194.600000,0.000000,350,360,360,370,390,430,660,830,1300,1500,1600,10169,0,350.0,296.3405204738925,15.865299967117608,1607.711400021799,110.04966073360212
1724775302,485,,Aggregated,196.200000,0.000000,350,360,360,370,390,430,650,830,1300,1500,1600,10353,0,350.0,296.4461546120231,15.865299967117608,1607.711400021799,109.81599536366271
1724775303,490,,Aggregated,199.000000,0.000000,350,360,360,370,390,430,640,820,1300,1500,1600,10600,0,350.0,296.1933979243018,15.865299967117608,1607.711400021799,109.64433962264151
1724775304,495,,Aggregated,199.800000,0.000000,350,360,360,370,390,430,640,820,1300,1500,1600,10809,0,350.0,295.81932354483786,15.865299967117608,1607.711400021799,109.86159681746693
1724775305,500,,Aggregated,205.400000,0.000000,350,360,360,370,390,430,640,820,1300,1500,1600,11034,0,350.0,295.2152862331212,15.865299967117608,1607.711400021799,110.1079390973355
1724775306,500,,Aggregated,206.000000,0.000000,350,360,360,370,390,430,630,820,1300,1500,1600,11250,0,350.0,295.00805900409404,15.865299967117608,1607.711400021799,110.01004444444445
1724775307,500,,Aggregated,209.000000,0.000000,340,360,360,370,390,430,630,820,1300,1500,1600,11489,0,340.0,294.53109229650136,15.865299967117608,1607.711400021799,110.08355818609104
1724775308,500,,Aggregated,210.400000,0.000000,340,360,360,370,390,420,630,820,1300,1500,1600,11705,0,340.0,294.02973482227935,15.865299967117608,1607.711400021799,110.15565997436993
1724775309,500,,Aggregated,215.100000,0.000000,340,360,360,370,380,420,630,820,1300,1500,1600,11931,0,340.0,293.58475892173846,15.865299967117608,1607.711400021799,110.29310200318498
1724775310,500,,Aggregated,215.000000,0.000000,340,360,360,370,390,420,630,820,1300,1500,1600,12160,0,340.0,293.50166863452233,15.865299967117608,1607.711400021799,110.45041118421052
1724775311,500,,Aggregated,216.200000,0.000000,340,360,360,370,390,420,630,810,1300,1500,1600,12377,0,340.0,293.3408432007634,15.865299967117608,1607.711400021799,110.39985456895855
1724775312,500,,Aggregated,217.600000,0.000000,340,360,360,370,390,430,630,810,1300,1500,1600,12612,0,340.0,294.211332008836,15.865299967117608,1607.711400021799,110.19735172851253
1724775313,500,,Aggregated,218.200000,0.000000,350,360,360,370,390,440,630,810,1300,1500,1600,12869,0,350.0,295.0761760505765,15.865299967117608,1607.711400021799,110.44253632760898
1724775314,500,,Aggregated,221.800000,0.000000,350,360,360,370,390,430,620,810,1300,1500,1600,13068,0,350.0,294.9177294073264,15.865299967117608,1607.711400021799,110.51675849403122
1724775315,500,,Aggregated,214.300000,0.000000,350,360,360,370,390,430,620,800,1300,1500,1600,13287,0,350.0,294.5481057946726,15.865299967117608,1607.711400021799,110.59983442462557
1724775316,500,,Aggregated,219.400000,0.000000,350,360,360,370,390,430,620,800,1300,1500,1600,13513,0,350.0,294.0826888917785,15.865299967117608,1607.711400021799,110.63464811662843
1724775317,500,,Aggregated,217.600000,0.000000,350,360,360,370,390,430,620,800,1300,1500,1600,13722,0,350.0,293.74293837593285,15.865299967117608,1607.711400021799,110.68357382305787
1724775318,500,,Aggregated,218.500000,0.000000,350,360,360,370,390,430,620,790,1300,1500,1600,13953,0,350.0,293.4467515583941,15.865299967117608,1607.711400021799,110.64581093671612
1724775319,500,,Aggregated,216.600000,0.000000,350,360,360,370,390,430,620,780,1300,1500,1600,14169,0,350.0,293.1746501654423,15.865299967117608,1607.711400021799,110.71091820170795
1724775320,500,,Aggregated,217.800000,0.000000,350,360,360,370,390,430,620,770,1300,1500,1600,14400,0,350.0,293.05491932599074,15.865299967117608,1607.711400021799,110.7442361111111
1724775321,500,,Aggregated,215.100000,0.000000,350,360,360,370,390,420,610,770,1300,1500,1600,14595,0,350.0,293.04459751933,15.865299967117608,1607.711400021799,110.63610825625214
1724775322,500,,Aggregated,219.400000,0.000000,350,360,360,370,390,420,610,750,1300,1500,1600,14853,0,350.0,292.7224149865484,15.865299967117608,1607.711400021799,110.7504207904127
1724775323,500,,Aggregated,216.200000,0.000000,350,360,360,370,390,420,610,740,1300,1500,1600,15071,0,350.0,292.3351127792767,15.865299967117608,1607.711400021799,110.86842279875258
1724775324,500,,Aggregated,217.700000,0.000000,350,360,360,370,390,430,610,740,1300,1500,1600,15279,0,350.0,292.75881816847055,15.865299967117608,1607.711400021799,110.79540545847242
1724775325,500,,Aggregated,223.700000,0.000000,350,360,360,370,390,420,610,740,1300,1500,1600,15491,0,350.0,292.6327254274237,15.865299967117608,1607.711400021799,110.79943192821638
1724775326,500,,Aggregated,218.400000,0.000000,350,360,360,370,390,420,610,740,1300,1500,1600,15718,0,350.0,292.48680537573506,15.865299967117608,1607.711400021799,110.74634177376257
1724775327,500,,Aggregated,220.200000,0.000000,350,360,360,370,390,420,600,740,1300,1500,1600,15931,0,350.0,292.0943477493882,15.865299967117608,1607.711400021799,110.87175946268282
1724775328,500,,Aggregated,219.600000,0.000000,350,360,360,370,390,420,600,730,1300,1500,1600,16150,0,350.0,291.79379820407746,15.865299967117608,1607.711400021799,110.94278637770898
1724775329,500,,Aggregated,218.100000,0.000000,350,360,360,370,390,420,590,730,1300,1500,1600,16366,0,350.0,291.6021272574592,15.865299967117608,1607.711400021799,110.9659049248442
1724775330,500,,Aggregated,219.800000,0.000000,350,360,360,370,390,420,600,730,1300,1500,1600,16578,0,350.0,291.85105318468084,15.865299967117608,1607.711400021799,111.10906020026542
1724775331,500,,Aggregated,220.300000,0.000000,350,360,360,370,390,420,590,730,1300,1500,1600,16819,0,350.0,291.9317016764094,15.865299967117608,1607.711400021799,111.01730186099054
1724775332,500,,Aggregated,216.400000,0.000000,350,360,360,370,390,420,590,730,1300,1500,1600,17057,0,350.0,291.68751742375485,15.865299967117608,1607.711400021799,111.0849504602216
1724775333,500,,Aggregated,220.400000,0.000000,350,360,360,370,390,420,590,730,1300,1500,1600,17273,0,350.0,291.5087234236492,15.865299967117608,1607.711400021799,111.05696752156545
1724775334,500,,Aggregated,216.800000,0.000000,350,360,360,370,390,420,590,730,1300,1500,1600,17475,0,350.0,291.34971120438735,15.865299967117608,1607.711400021799,111.09899856938483
1724775335,500,,Aggregated,215.600000,0.000000,350,360,360,370,390,420,590,720,1300,1500,1600,17694,0,350.0,291.2906764946834,15.865299967117608,1607.711400021799,111.00271278399457
1724775336,500,,Aggregated,219.400000,0.000000,350,360,360,370,390,420,580,720,1300,1500,1600,17928,0,350.0,291.2044450410679,15.865299967117608,1607.711400021799,110.9642458723784
1724775337,500,,Aggregated,216.200000,0.000000,350,360,360,370,390,420,580,720,1300,1500,1600,18136,0,350.0,291.33842653266976,15.865299967117608,1607.711400021799,110.8103220114689
1724775338,500,,Aggregated,217.100000,0.000000,350,360,360,370,390,420,570,720,1300,1500,1600,18362,0,350.0,291.2502289128069,15.865299967117608,1607.711400021799,110.89614421087028
1724775339,500,,Aggregated,219.100000,0.000000,350,360,360,370,390,420,570,720,1300,1500,1600,18571,0,350.0,291.2044080876818,15.865299967117608,1607.711400021799,110.99579990307468
1724775340,500,,Aggregated,215.400000,0.000000,350,360,360,370,390,420,560,720,1300,1500,1600,18785,0,350.0,291.2742317325676,15.865299967117608,1607.711400021799,110.96406707479372
1724775341,500,,Aggregated,217.000000,0.000000,350,360,360,370,390,420,560,720,1300,1500,1600,19023,0,350.0,291.20521178024256,15.865299967117608,1607.711400021799,110.93849550544078
1724775342,500,,Aggregated,219.500000,0.000000,350,360,360,370,390,420,560,710,1300,1500,1600,19228,0,350.0,291.2409133189499,15.865299967117608,1607.711400021799,110.832223840233
1724775343,500,,Aggregated,214.800000,0.000000,350,360,360,370,390,420,550,710,1300,1500,1600,19459,0,350.0,291.2473200779382,15.865299967117608,1607.711400021799,110.88889459890025
1724775344,500,,Aggregated,217.900000,0.000000,350,360,360,370,390,420,550,710,1300,1500,1600,19676,0,350.0,291.42900163133106,15.865299967117608,1607.711400021799,110.79203090058955
1724775345,500,,Aggregated,216.500000,0.000000,350,360,360,370,390,420,550,710,1300,1500,1600,19889,0,350.0,291.33430381613255,15.865299967117608,1607.711400021799,110.81477198451405
1724775346,500,,Aggregated,215.100000,0.000000,350,360,360,370,390,420,550,710,1300,1500,1600,20101,0,350.0,291.28471136759606,15.865299967117608,1607.711400021799,110.74613203323217
1724775347,500,,Aggregated,217.200000,0.000000,350,360,360,370,390,420,550,710,1300,1500,1600,20317,0,350.0,291.0676289314567,15.865299967117608,1607.711400021799,110.77752620957818
1724775348,500,,Aggregated,216.400000,0.000000,350,360,360,370,390,420,550,710,1300,1500,1600,20539,0,350.0,290.89345584991685,15.865299967117608,1607.711400021799,110.77394225619553
1724775349,500,,Aggregated,215.900000,0.000000,350,360,360,370,380,420,550,710,1300,1500,20000,20783,0,350.0,291.61434562387075,15.865299967117608,19601.938899955712,110.82245104171679
1724775350,500,,Aggregated,216.400000,0.000000,350,360,360,370,390,420,550,710,1300,1500,20000,20998,0,350.0,291.5613183779911,15.865299967117608,19601.938899955712,110.85055719592341
1724775351,500,,Aggregated,215.800000,0.000000,350,360,360,370,380,420,550,700,1300,1500,20000,21222,0,350.0,291.49608485541745,15.865299967117608,19601.938899955712,110.87381019696541
